timestamp,underlying,atm_iv
2026-09-03T16:15:54.938602,IWM,0.1997
2026-09-03T16:30:48.912044,IWM,0.1166
2026-09-03T16:45:51.779590,IWM,0.1864
2026-09-03T17:00:55.356505,IWM,0.1949
2026-09-03T17:15:49.736113,IWM,0.1809
2026-09-03T17:31:00.267853,IWM,0.1783
2026-09-03T17:45:54.453491,IWM,0.1141
2026-09-03T18:00:50.631241,IWM,0.1808
2026-09-03T18:15:45.675789,IWM,0.1162
2026-09-03T18:30:48.541862,IWM,0.1772
2026-09-03T18:45:45.737100,IWM,0.1135
2026-09-04T13:30:45.443799,IWM,0.1057
2026-09-04T13:45:41.255964,IWM,0.1404
2026-09-04T14:00:42.358313,IWM,0.0971
2026-09-04T14:15:41.543089,IWM,0.1148
2026-09-04T14:30:46.600765,IWM,0.1194
2026-09-04T14:45:42.049326,IWM,0.0926
2026-09-04T15:00:45.477171,IWM,0.1204
2026-09-04T15:15:41.026061,IWM,0.1449
2026-09-04T15:30:44.853478,IWM,0.0966
2026-09-04T15:45:41.685393,IWM,0.1198
2026-09-04T16:00:41.318560,IWM,0.122
2026-09-04T16:15:46.187024,IWM,0.1365
2026-09-04T16:30:41.019476,IWM,0.1348
2026-09-04T16:45:41.214949,IWM,0.0917
2026-09-04T17:00:42.616155,IWM,0.0801
2026-09-04T17:15:45.626759,IWM,0.1065
2026-09-04T17:30:41.390618,IWM,0.0902
2026-09-04T17:45:40.490531,IWM,0.0907
2026-09-04T18:00:45.637051,IWM,0.1114
2026-09-04T18:15:42.109463,IWM,0.0827
2026-09-04T18:30:42.016216,IWM,0.094
2026-09-04T18:45:42.446583,IWM,0.1149
2026-09-08T13:31:06.784734,IWM,0.1966
2026-09-08T13:46:15.737660,IWM,0.1756
2026-09-08T14:01:00.095536,IWM,0.1457
2026-09-08T14:15:58.288285,IWM,0.1582
2026-09-08T14:31:02.189681,IWM,0.161
2026-09-08T14:46:00.159156,IWM,0.1593
2026-09-08T15:01:13.696284,IWM,0.1724
2026-09-08T15:16:03.380119,IWM,0.1512
2026-09-08T15:31:00.424967,IWM,0.1612
2026-09-08T15:45:59.303628,IWM,0.1561
2026-09-08T16:01:01.348364,IWM,0.1525
2026-09-08T16:15:57.028076,IWM,0.1741
2026-09-08T16:31:02.474468,IWM,0.1659
2026-09-08T16:46:15.928303,IWM,0.1549
2026-09-08T17:01:02.045282,IWM,0.1735
2026-09-08T17:16:00.387672,IWM,0.158
2026-09-08T17:31:01.712406,IWM,0.1694
2026-09-08T17:45:57.744748,IWM,0.1489
2026-09-08T18:01:00.086267,IWM,0.1897
2026-09-08T18:15:59.423677,IWM,0.1517
2026-09-08T18:30:55.393272,IWM,0.15
2026-09-08T18:45:57.763996,IWM,0.139
2026-09-09T13:31:14.117978,IWM,0.2158
2026-09-09T13:46:07.480352,IWM,0.2381
2026-09-09T14:01:11.240952,IWM,0.1995
2026-09-09T14:16:09.311545,IWM,0.225
2026-09-09T14:31:06.246427,IWM,0.2368
2026-09-09T14:46:04.036458,IWM,0.2023
2026-09-09T15:01:13.625715,IWM,0.2293
2026-09-09T15:16:08.283237,IWM,0.1759
2026-09-09T15:31:14.563056,IWM,0.2042
2026-09-09T15:46:08.878893,IWM,0.2298
2026-09-09T16:01:16.329123,IWM,0.1978
2026-09-09T16:16:10.168518,IWM,0.1789
2026-09-09T16:31:07.196644,IWM,0.1795
2026-09-09T16:46:19.895008,IWM,0.2144
2026-09-09T17:01:19.451442,IWM,0.2309
2026-09-09T17:16:08.286239,IWM,0.1961
2026-09-09T17:31:13.057350,IWM,0.198
2026-09-09T17:46:16.435439,IWM,0.1701
2026-09-09T18:01:07.121086,IWM,0.1571
2026-09-09T18:16:05.802171,IWM,0.2213
2026-09-09T18:31:08.168545,IWM,0.1724
